id,companyId,categoria,chave,valor,descricao,valorPadraoClt,unidade,atualizadoPor,createdAt,updatedAt
120211,60002,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:21,2026-03-03 11:35:21
120212,60002,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120213,60002,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:21,2026-03-03 11:35:21
120214,60002,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120215,60002,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120216,60002,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120217,60002,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120218,60002,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120219,60002,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120220,60002,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120221,60004,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120222,60004,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120223,60004,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:21,2026-03-03 11:35:21
120224,60004,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120225,60004,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:21,2026-03-03 11:35:21
120226,60004,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120227,60004,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120228,60004,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120229,60004,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120230,60004,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120231,60004,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120232,60004,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120233,90001,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120234,90001,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120235,90001,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:21,2026-03-03 11:35:21
120236,90001,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120237,90001,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:21,2026-03-03 11:35:21
120238,90001,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120239,90001,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120240,90001,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120241,90001,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120242,90001,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120243,90001,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120244,90001,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120245,810002,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120246,810002,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120247,810002,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:21,2026-03-03 11:35:21
120248,810002,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120249,810002,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:21,2026-03-03 11:35:21
120250,810002,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120251,810002,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120252,810002,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:21,2026-03-03 11:35:21
120253,810002,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120254,810002,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:21,2026-03-03 11:35:21
120255,810002,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120256,810002,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:21,2026-03-03 11:35:21
120257,1050009,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120258,1050009,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120259,1050009,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120260,1050009,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120261,1050009,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120262,1050009,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120263,1050009,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120264,1050009,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120265,1050009,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120266,1050009,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120267,1050009,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120268,1050009,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120269,1080047,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120270,1080047,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120271,1080047,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120272,1080047,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120273,1080047,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120274,1080047,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120275,1080047,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120276,1080047,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120277,1080047,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120278,1080047,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120279,1080047,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120280,1080047,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120281,660007,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120282,660007,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120283,660007,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120284,660007,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120285,660007,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120286,660007,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120287,660007,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120288,660007,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120289,660007,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120290,660007,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120291,660007,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120292,660007,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120293,750003,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120294,750003,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120295,750003,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120296,750003,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120297,750003,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120298,750003,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120299,750003,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120300,750003,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120301,750003,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120302,750003,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120303,750003,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120304,750003,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120305,810004,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120306,810004,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120307,810004,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120308,810004,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120309,810004,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120310,810004,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120311,810004,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120312,810004,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120313,810004,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120314,810004,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120315,810004,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120316,810004,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120317,1080055,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120318,1080055,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120319,1080055,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120320,1080055,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120321,1080055,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120322,1080055,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120323,1080055,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120324,1080055,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120325,1080055,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120326,1080055,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120327,1080055,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120328,1080055,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120329,1080041,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120330,1080041,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120331,1080041,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120332,1080041,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120333,1080041,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120334,1080041,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120335,1080041,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120336,1080041,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120337,1080041,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120338,1080041,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120339,1080041,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120340,1080041,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120341,1140022,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120342,1140022,competencias,comp_dia_limite_importacao,5,Dia Limite para Importação DIXI — Último dia útil para importar registros DIXI do mês,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120343,1140022,competencias,comp_percentual_adiantamento,40,Percentual do Adiantamento (Vale) — Percentual do salário base para cálculo do vale,40,%,,2026-03-03 11:35:22,2026-03-03 11:35:22
120344,1140022,competencias,comp_dia_corte_vale,10,Dia de Corte para Vale — Admissões após este dia não recebem vale no mês,10,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120345,1140022,competencias,comp_max_faltas_bloqueio_vale,5,Máx. Faltas para Bloqueio do Vale — Número máximo de faltas antes de bloquear o vale,5,faltas,,2026-03-03 11:35:22,2026-03-03 11:35:22
120346,1140022,competencias,comp_tolerancia_atraso_min,10,Tolerância de Atraso — Minutos de tolerância antes de considerar atraso (CLT Art. 58),10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120347,1140022,competencias,comp_tolerancia_saida_min,10,Tolerância de Saída Antecipada — Minutos de tolerância para saída antecipada,10,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120348,1140022,competencias,comp_intervalo_minimo_min,60,Intervalo Mínimo Intrajornada — Intervalo obrigatório para jornadas acima de 6h (CLT Art. 71),60,min,,2026-03-03 11:35:22,2026-03-03 11:35:22
120349,1140022,competencias,comp_horas_extras_auto,sim,"Calcular HE Automaticamente — Se sim, calcula horas extras automaticamente no processamento do ponto",sim,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120350,1140022,competencias,comp_incluir_he_no_vale,nao,"Incluir HE no Vale — Se sim, inclui valor de horas extras no cálculo do adiantamento",nao,sim/nao,,2026-03-03 11:35:22,2026-03-03 11:35:22
120351,1140022,competencias,comp_dia_pagamento_vale,20,Dia de Pagamento do Vale — Dia do mês para pagamento do adiantamento/vale,20,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120352,1140022,competencias,comp_dia_pagamento_salario,5,Dia de Pagamento do Salário — Dia do mês seguinte para pagamento do salário,5,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
120353,480007,competencias,comp_dia_corte_ponto,25,Dia de Corte do Ponto — Dia do mês anterior que inicia a contagem (ex: 26 do mês anterior até 25 do mês atual),25,dia,,2026-03-03 11:35:22,2026-03-03 11:35:22
