id,companyId,epiId,employeeId,quantidade,dataEntrega,dataDevolucao,motivo,observacoes,createdAt,deletedAt,deletedBy,deletedByUserId,motivo_troca,valor_cobrado,ficha_url,foto_estado_url,origem_entrega,obra_id,data_validade,assinatura_url
1410003,60002,690034,420134,1,2026-03-04 00:00:00,,,,2026-03-05 11:35:23,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410003-1773341040829.pdf,,obra,90001,,
1410004,1290003,1380006,1410005,1,2024-03-15 00:00:00,,,,2026-03-05 11:35:35,,,,,,,,central,,,
1410005,60002,690034,420179,1,2026-03-04 00:00:00,,,,2026-03-05 11:39:01,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410005-1773339996448.pdf,,obra,90001,,
1410006,60002,690034,420147,1,2026-03-04 00:00:00,,,,2026-03-05 11:41:19,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410006-1773340032850.pdf,,obra,90001,,
1410007,60002,690038,420082,1,2026-03-04 00:00:00,,,,2026-03-05 11:42:25,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410007-1773340071862.pdf,,obra,90001,,
1410008,60002,690034,420090,1,2026-03-05 00:00:00,,,,2026-03-05 11:43:41,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410008-1773340810004.pdf,,obra,90001,,
1410009,60002,690034,420147,1,2026-03-05 00:00:00,,,,2026-03-05 11:44:18,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410009-1773340707098.pdf,,obra,90001,,
1410010,60002,690033,420147,1,2026-03-05 00:00:00,,"Óculos antigo sem condições de uso, por estar muito arranhado ",,2026-03-05 11:51:13,,,,desgaste_normal,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410010-1773340730298.pdf,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/epi-fotos/60002/1772711473526-kpqjv7clkbn.jpeg,obra,90001,,
1410011,1290004,1380007,1410018,1,2024-03-15 00:00:00,,,,2026-03-05 13:00:39,,,,,,,,central,,,
1410012,1290005,1380008,1410024,1,2024-03-15 00:00:00,,,,2026-03-05 13:14:24,,,,,,,,central,,,
1410013,1290006,1380009,1410027,1,2024-03-15 00:00:00,,,,2026-03-05 13:31:16,,,,,,,,central,,,
1410014,60002,690033,1200007,1,2026-03-05 00:00:00,,,,2026-03-05 19:07:47,,,,desgaste_normal,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410014-1773340752230.pdf,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/epi-fotos/60002/1772737667500-s7bzkixv1xa.jpeg,obra,270001,,
1410015,60002,690034,1200005,1,2026-03-05 00:00:00,,,,2026-03-05 19:08:34,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1410015-1773340781986.pdf,,obra,270001,,
1440001,1320001,1410001,1440001,1,2024-03-15 00:00:00,,,,2026-03-09 17:06:43,,,,,,,,central,,,
1440002,1320002,1410002,1440003,1,2024-03-15 00:00:00,,,,2026-03-09 17:07:14,,,,,,,,central,,,
1440003,1320003,1410003,1440005,1,2024-03-15 00:00:00,,,,2026-03-09 17:07:40,,,,,,,,central,,,
1440004,1320004,1410004,1440007,1,2024-03-15 00:00:00,,,,2026-03-09 17:08:16,,,,,,,,central,,,
1440005,1320005,1410005,1440009,1,2024-03-15 00:00:00,,,,2026-03-09 17:08:59,,,,,,,,central,,,
1440006,60002,1050008,420115,1,2026-03-09 00:00:00,,,,2026-03-09 17:38:37,2026-03-10 12:47:27,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,obra,90004,,
1440007,1320006,1410006,1440011,1,2024-03-15 00:00:00,,,,2026-03-09 20:24:40,,,,,,,,central,,,
1440008,1320007,1410007,1440013,1,2024-03-15 00:00:00,,,,2026-03-09 20:26:00,,,,,,,,central,,,
1440009,1320008,1410008,1440015,1,2024-03-15 00:00:00,,,,2026-03-09 20:35:58,,,,,,,,central,,,
1440010,1320009,1410009,1440017,1,2024-03-15 00:00:00,,,,2026-03-09 20:59:08,,,,,,,,central,,,
1440011,1320010,1410010,1440019,1,2024-03-15 00:00:00,,,,2026-03-09 23:55:50,,,,,,,,central,,,
1440012,1320011,1410011,1440021,1,2024-03-15 00:00:00,,,,2026-03-10 00:03:32,,,,,,,,central,,,
1470001,60002,690034,420090,1,2026-03-06 00:00:00,,,,2026-03-10 10:38:42,2026-03-12 18:48:53,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,obra,90001,,
1470002,60002,690038,1200005,1,2026-03-10 00:00:00,,,,2026-03-10 10:44:38,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470002-1773343571814.pdf,,obra,270001,,
1470003,60002,690034,420147,1,2026-03-10 00:00:00,,,,2026-03-10 10:46:44,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470003-1773343532421.pdf,,obra,270001,,
1470004,60002,690034,420090,1,2026-03-10 00:00:00,,,,2026-03-10 10:48:52,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470004-1773343498767.pdf,,obra,270001,,
1470005,60002,690034,420078,1,2026-03-10 00:00:00,,,,2026-03-10 10:50:06,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470005-1773399513659.pdf,,obra,270001,,
1470006,60002,690033,420078,1,2026-03-10 00:00:00,,,,2026-03-10 10:51:04,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470006-1773399434791.pdf,,obra,270001,,
1470007,60002,690034,420090,1,2026-03-10 00:00:00,,,,2026-03-10 10:52:30,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470007-1773343444457.pdf,,obra,270001,,
1470008,60002,690033,420064,1,2026-03-10 00:00:00,,,,2026-03-10 10:53:13,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470008-1773399367413.pdf,,obra,270001,,
1470009,60002,690033,420092,1,2026-03-10 00:00:00,,,,2026-03-10 11:19:14,,,,desgaste_normal,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470009-1773343407521.pdf,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/epi-fotos/60002/1773141554507-tbzjo72ndjk.jpeg,obra,270001,,
1470010,60002,690033,420122,1,2026-03-10 00:00:00,,,,2026-03-10 12:51:59,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470010-1773343478249.pdf,,obra,270001,,
1470011,60002,690034,1200005,1,2026-03-10 00:00:00,,,,2026-03-10 12:53:58,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470011-1773399752594.pdf,,obra,270001,,
1470012,60002,690001,420134,1,2026-03-10 00:00:00,,,,2026-03-10 12:54:28,,,,,,https://d2xsxph8kpxj0f.cloudfront.net/310419663028720190/W4MM458SKqYRWRGGQrfw8A/documentos/epi-fichas/1470012-1773343597442.pdf,,obra,90001,,
1500001,60002,690033,420133,1,2026-03-12 00:00:00,,,,2026-03-12 13:37:27,2026-03-12 13:37:45,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,obra,270001,,
1500002,60002,690033,420133,1,2026-03-10 00:00:00,,,,2026-03-12 13:38:19,,,,,,,,obra,270001,,
1500003,60002,690033,420140,1,2026-03-11 00:00:00,,,,2026-03-12 13:39:41,,,,,,,,obra,270001,,
1500004,60002,690034,420140,1,2026-03-11 00:00:00,,,,2026-03-12 13:49:49,,,,,,,,obra,90001,,
1500005,60002,690034,420090,1,2026-03-11 00:00:00,,,,2026-03-12 13:58:51,,,,,,,,obra,90001,,
1500006,60002,690034,420082,1,2026-03-12 00:00:00,,,,2026-03-12 14:02:45,2026-03-12 14:02:57,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,obra,90001,,
1500007,60002,690034,420082,1,2026-03-11 00:00:00,,,,2026-03-12 14:03:15,,,,,,,,obra,90001,,
1500008,60002,690033,420082,1,2026-03-12 00:00:00,,,,2026-03-12 14:19:20,2026-03-12 14:19:28,RODNEI ALEXANDRE DOS SANTOS SILVA,2700796,,,,,obra,90001,,
1500009,60002,690033,420082,1,2026-03-11 00:00:00,,,,2026-03-12 14:27:35,,,,,,,,obra,90001,,
1500010,60002,690034,420147,1,2026-03-11 00:00:00,,,,2026-03-12 14:31:17,,,,,,,,obra,90001,,
1500011,60002,690034,420082,1,2026-03-12 00:00:00,,,,2026-03-12 14:31:51,,,,,,,,obra,90001,,
1500012,60002,1380005,420082,1,2026-03-12 00:00:00,,,,2026-03-12 14:32:20,,,,,,,,obra,90001,,
1500013,60002,690034,420134,1,2026-03-12 00:00:00,,,,2026-03-12 14:33:44,,,,,,,,obra,90001,,
1500014,60002,690034,420074,1,2026-03-12 00:00:00,,,,2026-03-12 14:34:19,,,,,,,,obra,90001,,
1500015,60002,690034,420158,1,2026-03-12 00:00:00,,,,2026-03-12 14:34:51,,,,,,,,obra,90001,,
1500016,60002,1380005,420169,1,2026-03-12 00:00:00,,,,2026-03-12 14:35:15,,,,,,,,obra,90001,,
1530001,60002,1440001,420120,1,2026-03-13 00:00:00,,,,2026-03-13 16:24:22,,,,,,,,obra,90004,,
1530002,60002,1440001,420116,1,2026-03-13 00:00:00,,,,2026-03-13 16:24:53,,,,,,,,obra,90004,,
1530003,60002,1440001,420166,1,2026-03-13 00:00:00,,,,2026-03-13 16:25:27,,,,,,,,obra,90004,,
1530004,60002,1440001,420058,1,2026-03-13 00:00:00,,,,2026-03-13 16:26:57,,,,,,,,obra,90004,,
1530005,60002,1440001,420118,1,2026-03-13 00:00:00,,,,2026-03-13 16:27:41,,,,,,,,obra,90004,,
1530006,60002,1440001,420062,1,2026-03-13 00:00:00,,,,2026-03-13 16:28:22,,,,,,,,obra,90004,,
1530007,60002,1440001,420115,1,2026-03-13 00:00:00,,,,2026-03-13 16:29:08,,,,,,,,obra,90004,,
1530008,60002,1440001,1200011,1,2026-03-13 00:00:00,,,,2026-03-13 16:29:29,,,,,,,,obra,90004,,
